timestamp_open,timestamp_close,low,high,open,close,volume,volume_quote,trades,taker_buy_volume,taker_buy_quote,adx,rsi,macd,macd_signal,bb_upper,bb_middle,bb_lower,atr_prev,atr_last,ema_short,ema_long
1710489600000,1710493199999,0.15872,0.16817,0.16791,0.15908,9.21756052E8,1.5036085881946E8,322385,4.18703127E8,6.830519712581E7,48.98128624023783,27.582022912038923,-0.004889373225312521,-0.0038291292198777507,0.18439048640981434,0.17258049999999997,0.1607705135901856,0.0063559094104889925,0.00657691588116835,0.16746158728437902,0.17388147302473322
1710493200000,1710496799999,0.15072,0.16228,0.15907,0.16101,1.704233966E9,2.6799448241542E8,574783,8.02795041E8,1.2638927867931E8,12.56788898258997,32.583490024428144,-0.004975743402534483,-0.0038530416387331087,0.18416312112495806,0.1716935,0.15922387887504194,0.006206836474889631,0.0065892052981118,0.1661666154630977,0.17271981986219198
1710496800000,1710500399999,0.15916,0.16256,0.16101,0.15956,5.36559209E8,8.631067122408E7,168944,2.52281032E8,4.059023375108E7,10.284760508358504,30.93078236092876,-0.005377351799860958,-0.004285951723535881,0.18401517353249958,0.1707935,0.1575718264675004,0.006920081377454214,0.006668646993350342,0.16484819379244522,0.17187481208417443
1710500400000,1710503999999,0.15522,0.16157,0.15957,0.16066,8.05985879E8,1.2766952027849E8,272024,3.88570905E8,6.15733240906E7,35.18055844562117,32.458025839945165,-0.005183167322462101,-0.004179954392784478,0.18407266881331444,0.17018149999999999,0.15629033118668553,0.006376974240944233,0.006375047509448216,0.16400408728082125,0.1707547534885748
1710504000000,1710507599999,0.15944,0.16219,0.16066,0.16158,3.92433202E8,6.31007770809E7,139045,1.94945358E8,3.134836714118E7,43.87477431124123,36.52906189786779,-0.0050565413497885014,-0.004288580090134617,0.1833021644724767,0.16937649999999999,0.15545083552752328,0.006531860817193437,0.00626172790167962,0.16351775866738247,0.17000754123714662
1710507600000,1710511199999,0.16012,0.1652,0.16158,0.16515,5.8909925E8,9.5757242219E7,193147,2.88998803E8,4.699103212874E7,36.73060196085786,43.21259075390069,-0.005022960008525812,-0.004824935567068518,0.18225491589494264,0.16875249999999997,0.1552500841050573,0.006224092707820767,0.006142371800119283,0.16385303209238916,0.17004251251804844
1710511200000,1710514799999,0.16125,0.16566,0.16517,0.16436,5.33000727E8,8.677819994161E7,180038,2.58166058E8,4.203437949771E7,17.8777177513867,44.54940956715158,-0.0038015961817271515,-0.0036358982858129656,0.18181048916588996,0.16832299999999997,0.15483551083410999,0.007596031162917473,0.007368457508423368,0.16393212099253945,0.16862379664795477
1710514800000,1710518399999,0.16217,0.16574,0.16436,0.16236,3.83664138E8,6.286493631303E7,131077,1.83926135E8,3.015251224588E7,65.92190742400278,42.36556747490454,-0.0035709819340963844,-0.0034641887836291156,0.18165341312249078,0.1679445,0.1542355868775092,0.006328785278072559,0.006131729186781662,0.1636141002397182,0.16799892161213742
1710518400000,1710521999999,0.16018,0.1646,0.16236,0.16183,5.36886733E8,8.684765339789E7,200700,2.66350451E8,4.308801084873E7,61.87734802061924,41.543318507325246,-0.0029442112316531155,-0.0027386266846820616,0.18083545786282285,0.1672845,0.15373354213717716,0.006277565562984717,0.006144882308485808,0.16324319620597605,0.16691192423633633
1710522000000,1710525599999,0.16038,0.16315,0.16182,0.16239,3.0657052E8,4.957527876569E7,112282,1.51946392E8,2.456702381293E7,19.55220952995023,34.5647799546101,-0.00343614067964898,-0.0035157020787994985,0.17953451487027403,0.166564,0.15359348512972595,0.006100974582317147,0.0058630478264373505,0.16308700362832523,0.16722323131650005
1710525600000,1710529199999,0.16233,0.16745,0.16238,0.16721,4.43645041E8,7.30950333552E7,141999,2.33351953E8,3.845733433648E7,10.531517070422693,47.43520305499222,-0.002902448663390844,-0.003386382226312697,0.1781261377382317,0.16607149999999998,0.15401686226176828,0.005386335370891881,0.005367311415828175,0.16391145178693273,0.16721549113079112
1710529200000,1710532799999,0.16129,0.16819,0.1672,0.16245,6.58784066E8,1.0850420278533E8,198008,3.09098973E8,5.091416373182E7,43.1278879435298,48.65748592040186,-0.002264130473749182,-0.002537697619486074,0.17627465028660064,0.165323,0.15437134971339936,0.005727861398020839,0.005811585583876493,0.1636050169974567,0.16622974753314693
1710532800000,1710536399999,0.15741,0.16292,0.16243,0.1581,7.33528655E8,1.1718589093274E8,211473,3.57494257E8,5.711841131167E7,15.450401827020832,38.29761795300913,-0.002195256690687236,-0.002066391601660485,0.17349340299667768,0.1642515,0.1550095970033223,0.00625066284556311,0.006197758356594316,0.16249488620802727,0.16521923468547214
1710536400000,1710539999999,0.15794,0.16079,0.15811,0.16078,2.26552489E8,3.620414189684E7,83469,1.15050269E8,1.838468946639E7,65.71079332254432,41.06104415850653,-0.0028349206576013253,-0.002900352692165097,0.1700997111462129,0.163375,0.1566502888537871,0.0056175491179370025,0.0054198670380843595,0.1621673227706219,0.1655799314819704
1710540000000,1710543599999,0.16,0.16258,0.16078,0.16239,1.96760579E8,3.171188497983E7,77528,9.3127541E7,1.501006864329E7,46.22106299753593,40.56266701959186,-0.002869557416849744,-0.003130282234041272,0.16862602870501414,0.16293449999999998,0.15724297129498582,0.004838089666349593,0.004676797547324622,0.16221720771324932,0.1655829473830243
1710543600000,1710547199999,0.16132,0.1639,0.1624,0.1637,2.64545476E8,4.304278232891E7,83273,1.21240856E8,1.972758261661E7,37.27534531233271,42.21538501214364,-0.002610068160798701,-0.003060919100299106,0.16815943785903714,0.16276849999999998,0.15737756214096282,0.00468307007963443,0.004532850788231972,0.1625145519723822,0.16547862225768672
1710547200000,1710550799999,0.16335,0.16497,0.16371,0.16375,3.59020179E8,5.896430094404E7,138261,1.86069896E8,3.05602731775E7,21.846411749505656,39.491441764103335,-0.0023904104490565514,-0.0029748353897670393,0.16820735514926644,0.16280099999999997,0.1573946448507335,0.004365060548944586,0.004168984795448544,0.1627627296111434,0.16539924879949572
1710550800000,1710554399999,0.16288,0.16547,0.16374,0.16361,3.1448478E8,5.165411020972E7,105497,1.36483167E8,2.241758894097E7,64.78065984368362,40.56593783435882,-0.002423249275688183,-0.003145957115844921,0.1682105210586737,0.16280299999999998,0.15739547894132624,0.004570426863276307,0.004428967801613714,0.1629385607726132,0.16555198757302034
1710554400000,1710557999999,0.16227,0.16396,0.16362,0.16244,1.87796553E8,3.062679649231E7,78323,8.5674762E7,1.39737663118E7,65.49958087615533,40.09898305686364,-0.0021495957463122106,-0.00278395710845484,0.16732518387734577,0.16251549999999998,0.1577058161226542,0.004342720482353843,0.004153240447899997,0.16283516139434073,0.16515652382317275
1710558000000,1710561599999,0.16134,0.16378,0.16245,0.16248,1.83951425E8,2.989832404303E7,66242,8.7760961E7,1.426693806212E7,28.565527989854704,43.39475072740833,-0.0011634905724702271,-0.0015115079118579306,0.1663725720681693,0.16224449999999996,0.15811642793183062,0.00541715570832647,0.005204501729160294,0.16274264045902895,0.16399697825855736
1710561600000,1710565199999,0.16065,0.16317,0.16247,0.1611,2.38977732E8,3.862646191081E7,105028,1.14068101E8,1.843625960727E7,10.49511003717565,42.995015555893175,-7.047540214689119E-4,-7.926145715168904E-4,0.16625182039136574,0.16234549999999998,0.1584391796086342,0.005513423945418378,0.005299607949317065,0.16240147909240818,0.1632172439037235
1710565200000,1710568799999,0.15797,0.16133,0.1611,0.1603,3.12692303E8,4.984242700281E7,111892,1.5893574E8,2.533789399939E7,44.948224338521435,39.99859625001716,-3.4998344405726134E-4,-1.8122546466797586E-4,0.16627666106442177,0.16230999999999995,0.15834333893557814,0.004093713612756323,0.004041305497559443,0.16196933580089432,0.16247116084857857
1710568800000,1710572399999,0.15911,0.16224,0.16029,0.1616,2.20512482E8,3.542274574804E7,84982,1.14250218E8,1.836226407161E7,1.8777638611737912,52.25053337546968,-4.230726455846934E-4,-2.9228509325890335E-4,0.16619103479740527,0.16241199999999997,0.15863296520259468,0.0036916118212876018,0.0036514966911956304,0.1618968891285535,0.16247017524434043
1710572400000,1710575999999,0.16105,0.1635,0.16161,0.16333,2.05199096E8,3.328130761809E7,78664,1.00293204E8,1.62657482006E7,55.99194958067214,51.31687121307984,-8.540027280410367E-4,-0.001020859873243198,0.16625554838243384,0.16254549999999998,0.15883545161756613,0.003834968261257538,0.0037360419568819993,0.16219747439605936,0.163158498115776
1710576000000,1710579599999,0.1618,0.16356,0.16332,0.16211,2.01434915E8,3.277424545465E7,77053,9.3273162E7,1.517604126564E7,13.961157225517425,41.909096605728216,-7.708177944104888E-4,-9.321702749272756E-4,0.1662615994362532,0.162572,0.15888240056374678,0.00345848240217296,0.003337162230589177,0.16217910304562827,0.1630416230771771
1710579600000,1710583199999,0.16064,0.16256,0.16211,0.1614,2.05240845E8,3.319865337689E7,69793,9.3997652E7,1.520632136209E7,53.37722745912535,49.5011378592861,2.947022357153162E-4,4.896457102543852E-4,0.1659084209696019,0.1623845,0.15886057903039807,0.004270201411673237,0.004102329882268005,0.16199662562218012,0.16172754181096777
1710583200000,1710586799999,0.15939,0.16185,0.16139,0.15971,2.6994E8,4.33326530888E7,86448,1.29182394E8,2.073867361437E7,16.7956938289989,43.893376059483664,-1.4744453671600155E-4,1.0479772182486714E-4,0.16573694965097144,0.16215200000000002,0.1585670503490286,0.00443320596161042,0.004292262678638247,0.16154513356482372,0.16183903367356453
1710586800000,1710590399999,0.15659,0.16053,0.15971,0.15817,4.62212524E8,7.328978096197E7,141400,2.32896942E8,3.694158084477E7,27.816580609788893,43.87789176823807,-2.4024333933148068E-4,2.2919542234042225E-4,0.16592231343783853,0.16194250000000002,0.1579626865621615,0.0030126660874372512,0.003078904224048876,0.1608657244957629,0.16137121084392667
1710590400000,1710593999999,0.1541,0.15837,0.15815,0.15425,5.17204496E8,8.06538255283E7,167989,2.53451241E8,3.953699336133E7,7.309693268945014,36.3991704730128,-9.057871467168799E-4,-1.4452281838241393E-4,0.16676895204569211,0.16156350000000003,0.15635804795430794,0.0035415034818972752,0.003593538947476041,0.15954590414261424,0.16099243568456562
1710594000000,1710597599999,0.15135,0.15494,0.15426,0.1518,7.79714654E8,1.1937752120318E8,219394,3.81763328E8,5.846954946219E7,5.554197237747816,33.164124663350506,-0.001612167790614738,-5.607645298820202E-4,0.16773503096545606,0.16103400000000007,0.15433296903454408,0.003029011039593249,0.003069081679622303,0.1579995038434765,0.16043590014544953
1710597600000,1710601199999,0.15072,0.15399,0.1518,0.15307,5.84082191E8,8.906258979886E7,169253,3.03446753E8,4.62884358499E7,40.94199992980718,32.28938534518741,-0.0023880232980874883,-0.0014023949790446656,0.16725237970078177,0.16032700000000003,0.15340162029921828,0.0034344566866686653,0.0034227097804780467,0.15702439273772126,0.16037294820924874
1710601200000,1710604799999,0.15088,0.1544,0.15307,0.15403,4.712822E8,7.192877297354E7,136064,2.30854091E8,3.524639037724E7,80.09293268933408,36.830272118263274,-0.0024300797124887363,-0.0015025590491334795,0.16727355970454266,0.15990600000000005,0.15253844029545743,0.003317644864288749,0.0033320988025538384,0.15642312656168328,0.15979629080034033
